"TOA5","USL_MET_IP","CR1000","81651","CR1000.Std.30.01","CPU:Met1000_line797_rainMET.CR1","7226","WindMax"
"TIMESTAMP","RECORD","W_SpdRaw_Max","W_SpdRaw_TMx"
"TS","RN","",""
"","","Max","TMx"
"2017-05-28 02:14:31",393,1.254,"2017-05-28 02:14:30"
"2017-05-28 02:29:31",394,2.117,"2017-05-28 02:16:40"
"2017-05-28 02:44:31",395,1.137,"2017-05-28 02:43:55"
"2017-05-28 02:59:31",396,1.764,"2017-05-28 02:48:15"
"2017-05-28 03:14:31",397,1.744,"2017-05-28 03:14:25"
"2017-05-28 03:29:31",398,3.783,"2017-05-28 03:19:10"
"2017-05-28 03:44:31",399,2.96,"2017-05-28 03:35:00"
"2017-05-28 03:59:31",400,1.94,"2017-05-28 03:56:40"
"2017-05-28 04:14:31",401,2.822,"2017-05-28 04:02:55"
"2017-05-28 04:29:31",402,2.293,"2017-05-28 04:15:55"
"2017-05-28 04:44:31",403,1.196,"2017-05-28 04:30:10"
"2017-05-28 04:59:31",404,1.529,"2017-05-28 04:46:10"
"2017-05-28 05:14:31",405,1.529,"2017-05-28 05:03:50"
"2017-05-28 05:29:31",406,1.705,"2017-05-28 05:26:05"
"2017-05-28 05:44:31",407,1.725,"2017-05-28 05:41:55"
"2017-05-28 05:59:31",408,1.744,"2017-05-28 05:47:50"
"2017-05-28 06:14:31",409,2.803,"2017-05-28 06:12:30"
"2017-05-28 06:29:31",410,2.646,"2017-05-28 06:15:00"
"2017-05-28 06:44:31",411,1.94,"2017-05-28 06:30:40"
"2017-05-28 06:59:31",412,2.215,"2017-05-28 06:46:50"
"2017-05-28 07:14:31",413,2.372,"2017-05-28 07:05:15"
"2017-05-28 07:29:31",414,1.98,"2017-05-28 07:24:35"
"2017-05-28 07:44:30",415,1.94,"2017-05-28 07:44:05"
"2017-05-28 07:59:31",416,1.568,"2017-05-28 07:45:00"
"2017-05-28 08:14:31",417,0.784,"2017-05-28 08:07:40"
"2017-05-28 08:29:31",418,0.706,"2017-05-28 08:20:20"
"2017-05-28 08:44:31",419,0.745,"2017-05-28 08:30:30"
"2017-05-28 08:59:31",420,0.608,"2017-05-28 08:47:10"
"2017-05-28 09:14:31",421,1.313,"2017-05-28 09:04:00"
"2017-05-28 09:29:31",422,0.823,"2017-05-28 09:28:10"
"2017-05-28 09:44:31",423,0.98,"2017-05-28 09:35:20"
"2017-05-28 09:59:31",424,1.019,"2017-05-28 09:50:10"
"2017-05-28 10:14:31",425,1.254,"2017-05-28 10:14:05"
"2017-05-28 10:29:31",426,1.215,"2017-05-28 10:15:10"
"2017-05-28 10:44:31",427,1.94,"2017-05-28 10:34:25"
"2017-05-28 10:59:31",428,1.45,"2017-05-28 10:45:00"
"2017-05-28 11:14:31",429,0.96,"2017-05-28 11:05:10"
"2017-05-28 11:29:31",430,1,"2017-05-28 11:29:05"
"2017-05-28 11:44:31",431,1.744,"2017-05-28 11:42:20"
"2017-05-28 11:59:31",432,1.548,"2017-05-28 11:45:20"
"2017-05-28 12:14:31",433,4.292,"2017-05-28 12:09:35"
"2017-05-28 12:29:31",434,6.919,"2017-05-28 12:15:55"
"2017-05-28 12:44:31",435,7.605,"2017-05-28 12:42:00"
"2017-05-28 12:59:31",436,7.997,"2017-05-28 12:49:55"
"2017-05-28 13:14:31",437,6.546,"2017-05-28 13:13:35"
"2017-05-28 13:29:31",438,7.644,"2017-05-28 13:15:15"
"2017-05-28 13:44:31",439,8.8,"2017-05-28 13:41:25"
"2017-05-28 13:59:31",440,6.762,"2017-05-28 13:52:50"
"2017-05-28 14:14:31",441,6.527,"2017-05-28 14:09:25"
"2017-05-28 14:29:31",442,5.449,"2017-05-28 14:19:55"
"2017-05-28 14:44:31",443,5.41,"2017-05-28 14:33:50"
"2017-05-28 14:59:31",444,5.743,"2017-05-28 14:52:55"
"2017-05-28 15:14:31",445,6.292,"2017-05-28 15:02:05"
"2017-05-28 15:29:31",446,6.037,"2017-05-28 15:22:05"
"2017-05-28 15:44:31",447,7.036,"2017-05-28 15:41:30"
"2017-05-28 15:59:31",448,8.62,"2017-05-28 15:47:15"
"2017-05-28 16:14:31",449,6.213,"2017-05-28 16:00:00"
"2017-05-28 16:29:31",450,4.861,"2017-05-28 16:16:25"
"2017-05-28 16:44:31",451,6.331,"2017-05-28 16:34:40"
"2017-05-28 16:59:31",452,5.586,"2017-05-28 16:50:20"
"2017-05-28 17:14:31",453,5.155,"2017-05-28 17:12:30"
"2017-05-28 17:29:31",454,6.017,"2017-05-28 17:23:35"
"2017-05-28 17:44:31",455,5.9,"2017-05-28 17:41:00"
"2017-05-28 17:59:31",456,6.037,"2017-05-28 17:56:45"
"2017-05-28 18:14:31",457,6.899,"2017-05-28 18:12:30"
"2017-05-28 18:29:31",458,7.056,"2017-05-28 18:15:20"
"2017-05-28 18:44:31",459,6.056,"2017-05-28 18:35:15"
"2017-05-28 18:59:31",460,8.11,"2017-05-28 18:53:50"
"2017-05-28 19:14:31",461,7.507,"2017-05-28 19:07:20"
"2017-05-28 19:29:31",462,6.978,"2017-05-28 19:19:40"
"2017-05-28 19:44:31",463,5.86,"2017-05-28 19:31:55"
"2017-05-28 19:59:31",464,5.468,"2017-05-28 19:50:30"
"2017-05-28 20:14:31",465,5.037,"2017-05-28 20:05:55"
"2017-05-28 20:29:31",466,4.528,"2017-05-28 20:28:25"
"2017-05-28 20:44:31",467,3.959,"2017-05-28 20:35:20"
"2017-05-28 20:59:31",468,5.743,"2017-05-28 20:55:50"
"2017-05-28 21:14:31",469,6.821,"2017-05-28 21:02:10"
"2017-05-28 21:29:31",470,4.939,"2017-05-28 21:15:50"
"2017-05-28 21:44:31",471,6.409,"2017-05-28 21:33:30"
"2017-05-28 21:59:31",472,6.292,"2017-05-28 21:58:40"
"2017-05-28 22:14:31",473,6.644,"2017-05-28 22:13:30"
"2017-05-28 22:29:31",474,8.45,"2017-05-28 22:25:10"
"2017-05-28 22:44:31",475,10.21,"2017-05-28 22:41:15"
"2017-05-28 22:59:31",476,10.02,"2017-05-28 22:55:40"
"2017-05-28 23:14:31",477,7.585,"2017-05-28 23:04:45"
"2017-05-28 23:29:31",478,8.58,"2017-05-28 23:15:40"
"2017-05-28 23:44:31",479,9.25,"2017-05-28 23:32:50"
"2017-05-28 23:59:31",480,8.72,"2017-05-28 23:51:20"
"2017-05-29 00:14:31",481,8.04,"2017-05-29 00:04:25"
"2017-05-29 00:29:31",482,8.86,"2017-05-29 00:25:30"
"2017-05-29 00:44:31",483,10.04,"2017-05-29 00:42:00"
"2017-05-29 00:59:31",484,9.29,"2017-05-29 00:45:55"
"2017-05-29 01:14:31",485,8.35,"2017-05-29 01:14:20"
"2017-05-29 01:29:31",486,9.02,"2017-05-29 01:25:30"
"2017-05-29 01:44:31",487,8.49,"2017-05-29 01:31:05"
"2017-05-29 01:59:31",488,7.134,"2017-05-29 01:55:10"
"2017-05-29 02:14:31",489,7.722,"2017-05-29 02:10:50"
"2017-05-29 02:29:31",490,8.13,"2017-05-29 02:24:25"
"2017-05-29 02:44:31",491,8.66,"2017-05-29 02:30:25"
"2017-05-29 02:59:31",492,9.39,"2017-05-29 02:53:20"
"2017-05-29 03:14:31",493,10.09,"2017-05-29 03:01:10"
"2017-05-29 03:29:31",494,8.84,"2017-05-29 03:19:20"
"2017-05-29 03:44:31",495,6.782,"2017-05-29 03:42:10"
"2017-05-29 03:59:31",496,7.448,"2017-05-29 03:54:25"
"2017-05-29 04:14:31",497,7.918,"2017-05-29 04:12:05"
"2017-05-29 04:29:31",498,8.8,"2017-05-29 04:20:20"
"2017-05-29 04:44:31",499,9.19,"2017-05-29 04:39:30"
"2017-05-29 04:59:31",500,9.07,"2017-05-29 04:58:25"
"2017-05-29 05:14:31",501,9.55,"2017-05-29 05:04:00"
"2017-05-29 05:29:31",502,9.7,"2017-05-29 05:17:25"
"2017-05-29 05:44:31",503,11.56,"2017-05-29 05:42:35"
"2017-05-29 05:59:31",504,11.92,"2017-05-29 05:49:55"
"2017-05-29 06:14:31",505,11.88,"2017-05-29 06:04:00"
"2017-05-29 06:29:31",506,10.78,"2017-05-29 06:16:10"
"2017-05-29 06:44:31",507,9.68,"2017-05-29 06:40:15"
"2017-05-29 06:59:31",508,8.21,"2017-05-29 06:50:25"
"2017-05-29 07:14:31",509,10.43,"2017-05-29 07:10:45"
"2017-05-29 07:29:31",510,9.88,"2017-05-29 07:18:00"
"2017-05-29 07:44:31",511,10.33,"2017-05-29 07:39:10"
"2017-05-29 07:59:31",512,11.15,"2017-05-29 07:51:15"
"2017-05-29 08:14:31",513,11,"2017-05-29 08:01:25"
"2017-05-29 08:29:31",514,11.15,"2017-05-29 08:21:35"
"2017-05-29 08:44:31",515,10.72,"2017-05-29 08:32:25"
"2017-05-29 08:59:31",516,11.05,"2017-05-29 08:55:25"
