"TOA5","USL_MET_IP","CR1000","81651","CR1000.Std.30.01","CPU:Met1000_line797_rainMET.CR1","7226","WindMax"
"TIMESTAMP","RECORD","W_SpdRaw_Max","W_SpdRaw_TMx"
"TS","RN","",""
"","","Max","TMx"
"2017-05-25 18:59:31",172,5.076,"2017-05-25 18:56:00"
"2017-05-25 19:14:31",173,4.841,"2017-05-25 19:14:25"
"2017-05-25 19:29:31",174,6.213,"2017-05-25 19:20:00"
"2017-05-25 19:44:31",175,6.958,"2017-05-25 19:36:50"
"2017-05-25 19:59:31",176,6.115,"2017-05-25 19:58:30"
"2017-05-25 20:14:31",177,9.09,"2017-05-25 20:07:40"
"2017-05-25 20:29:31",178,7.526,"2017-05-25 20:16:35"
"2017-05-25 20:44:31",179,7.409,"2017-05-25 20:44:00"
"2017-05-25 20:59:31",180,8.02,"2017-05-25 20:59:15"
"2017-05-25 21:14:31",181,8.02,"2017-05-25 21:04:30"
"2017-05-25 21:29:31",182,7.82,"2017-05-25 21:16:55"
"2017-05-25 21:44:31",183,5.684,"2017-05-25 21:44:05"
"2017-05-25 21:59:31",184,5.978,"2017-05-25 21:46:25"
"2017-05-25 22:14:31",185,7.409,"2017-05-25 22:12:45"
"2017-05-25 22:29:31",186,6.899,"2017-05-25 22:16:00"
"2017-05-25 22:44:31",187,5.37,"2017-05-25 22:43:55"
"2017-05-25 22:59:31",188,10.33,"2017-05-25 22:52:40"
"2017-05-25 23:14:31",189,5.684,"2017-05-25 23:01:55"
"2017-05-25 23:29:31",190,7.37,"2017-05-25 23:28:05"
"2017-05-25 23:44:31",191,6.448,"2017-05-25 23:34:35"
"2017-05-25 23:59:31",192,5.9,"2017-05-25 23:45:00"
"2017-05-26 00:14:31",193,1.725,"2017-05-26 00:01:10"
"2017-05-26 00:29:31",194,2.136,"2017-05-26 00:17:40"
"2017-05-26 00:44:31",195,1.999,"2017-05-26 00:44:30"
"2017-05-26 00:59:31",196,1.999,"2017-05-26 00:45:00"
"2017-05-26 01:14:31",197,1.333,"2017-05-26 01:03:30"
"2017-05-26 01:29:31",198,1.156,"2017-05-26 01:29:25"
"2017-05-26 01:44:31",199,1.215,"2017-05-26 01:33:30"
"2017-05-26 01:59:31",200,1.686,"2017-05-26 01:46:55"
"2017-05-26 02:14:31",201,1.803,"2017-05-26 02:14:25"
"2017-05-26 02:29:31",202,3.9,"2017-05-26 02:27:00"
"2017-05-26 02:44:31",203,3.469,"2017-05-26 02:40:30"
"2017-05-26 02:59:31",204,2.528,"2017-05-26 02:58:40"
"2017-05-26 03:14:31",205,1.98,"2017-05-26 03:00:10"
"2017-05-26 03:29:31",206,1.96,"2017-05-26 03:27:55"
"2017-05-26 03:44:31",207,2.489,"2017-05-26 03:36:55"
"2017-05-26 03:59:31",208,2.705,"2017-05-26 03:47:40"
"2017-05-26 04:14:31",209,2.842,"2017-05-26 04:07:05"
"2017-05-26 04:29:31",210,1.372,"2017-05-26 04:25:45"
"2017-05-26 04:44:31",211,1.764,"2017-05-26 04:30:15"
"2017-05-26 04:59:31",212,1.96,"2017-05-26 04:53:50"
"2017-05-26 05:14:31",213,2.293,"2017-05-26 05:13:35"
"2017-05-26 05:29:31",214,2.626,"2017-05-26 05:26:15"
"2017-05-26 05:44:31",215,3.352,"2017-05-26 05:43:45"
"2017-05-26 05:59:31",216,3.489,"2017-05-26 05:47:05"
"2017-05-26 06:14:31",217,2.626,"2017-05-26 06:12:20"
"2017-05-26 06:29:31",218,2.724,"2017-05-26 06:22:15"
"2017-05-26 06:44:31",219,1.94,"2017-05-26 06:37:25"
"2017-05-26 06:59:31",220,1.96,"2017-05-26 06:58:35"
"2017-05-26 07:14:31",221,2.293,"2017-05-26 07:02:10"
"2017-05-26 07:29:31",222,2.097,"2017-05-26 07:27:55"
"2017-05-26 07:44:31",223,2.372,"2017-05-26 07:34:20"
"2017-05-26 07:59:31",224,2.293,"2017-05-26 07:59:30"
"2017-05-26 08:14:31",225,2.626,"2017-05-26 08:01:55"
"2017-05-26 08:29:31",226,1.686,"2017-05-26 08:18:25"
"2017-05-26 08:44:31",227,2.293,"2017-05-26 08:44:20"
"2017-05-26 08:59:31",228,2.685,"2017-05-26 08:49:10"
"2017-05-26 09:14:31",229,2.548,"2017-05-26 09:01:00"
"2017-05-26 09:29:31",230,3.352,"2017-05-26 09:29:30"
"2017-05-26 09:44:31",231,3.489,"2017-05-26 09:35:20"
"2017-05-26 09:59:31",232,2.862,"2017-05-26 09:57:35"
"2017-05-26 10:14:31",233,3.332,"2017-05-26 10:06:10"
"2017-05-26 10:29:31",234,2.803,"2017-05-26 10:25:55"
"2017-05-26 10:44:31",235,2.47,"2017-05-26 10:42:35"
"2017-05-26 10:59:31",236,4.449,"2017-05-26 10:58:10"
"2017-05-26 11:14:31",237,4.743,"2017-05-26 11:12:40"
"2017-05-26 11:29:31",238,5.076,"2017-05-26 11:28:00"
"2017-05-26 11:44:31",239,4.959,"2017-05-26 11:44:30"
"2017-05-26 11:59:31",240,5.958,"2017-05-26 11:47:15"
"2017-05-26 12:14:31",241,4.645,"2017-05-26 12:09:40"
"2017-05-26 12:29:31",242,6.056,"2017-05-26 12:16:20"
"2017-05-26 12:44:31",243,6.272,"2017-05-26 12:34:55"
"2017-05-26 12:59:31",244,5.586,"2017-05-26 12:57:35"
"2017-05-26 13:14:31",245,7.193,"2017-05-26 13:14:10"
"2017-05-26 13:29:31",246,6.742,"2017-05-26 13:15:30"
"2017-05-26 13:44:31",247,6.938,"2017-05-26 13:39:50"
"2017-05-26 13:59:31",248,6.174,"2017-05-26 13:47:10"
"2017-05-26 14:14:31",249,5.488,"2017-05-26 14:02:25"
"2017-05-26 14:29:31",250,5.488,"2017-05-26 14:26:55"
"2017-05-26 14:44:31",251,5.312,"2017-05-26 14:30:45"
"2017-05-26 14:59:31",252,4.861,"2017-05-26 14:55:40"
"2017-05-26 15:14:31",253,4.743,"2017-05-26 15:12:15"
"2017-05-26 15:29:31",254,6.233,"2017-05-26 15:16:45"
"2017-05-26 15:44:31",255,5.821,"2017-05-26 15:32:55"
"2017-05-26 15:59:31",256,5.802,"2017-05-26 15:46:05"
"2017-05-26 16:14:31",257,4.998,"2017-05-26 16:03:20"
"2017-05-26 16:29:31",258,6.468,"2017-05-26 16:29:20"
"2017-05-26 16:44:31",259,5.998,"2017-05-26 16:30:00"
"2017-05-26 16:59:31",260,5.527,"2017-05-26 16:54:45"
"2017-05-26 17:14:31",261,5.606,"2017-05-26 17:00:35"
"2017-05-26 17:29:31",262,5.174,"2017-05-26 17:26:25"
"2017-05-26 17:44:31",263,5.645,"2017-05-26 17:31:40"
"2017-05-26 17:59:31",264,5.664,"2017-05-26 17:46:05"
"2017-05-26 18:14:31",265,6.154,"2017-05-26 18:06:45"
"2017-05-26 18:29:31",266,7.546,"2017-05-26 18:20:15"
"2017-05-26 18:44:31",267,5.155,"2017-05-26 18:35:05"
"2017-05-26 18:59:31",268,4.959,"2017-05-26 18:50:20"
"2017-05-26 19:14:31",269,4.724,"2017-05-26 19:02:40"
"2017-05-26 19:29:31",270,4.782,"2017-05-26 19:25:50"
"2017-05-26 19:44:31",271,4.88,"2017-05-26 19:33:00"
"2017-05-26 19:59:31",272,5.782,"2017-05-26 19:55:10"
"2017-05-26 20:14:31",273,5.841,"2017-05-26 20:07:25"
"2017-05-26 20:29:31",274,5.41,"2017-05-26 20:21:05"
"2017-05-26 20:44:31",275,4.508,"2017-05-26 20:33:15"
"2017-05-26 20:59:31",276,4.214,"2017-05-26 20:57:30"
"2017-05-26 21:14:31",277,4.018,"2017-05-26 21:06:20"
"2017-05-26 21:29:31",278,4.92,"2017-05-26 21:28:30"
"2017-05-26 21:44:31",279,4.41,"2017-05-26 21:31:55"
"2017-05-26 21:59:31",280,3.43,"2017-05-26 21:57:20"
"2017-05-26 22:14:31",281,3.371,"2017-05-26 22:00:25"
"2017-05-26 22:29:31",282,3.038,"2017-05-26 22:24:45"
"2017-05-26 22:44:31",283,3.802,"2017-05-26 22:40:05"
"2017-05-26 22:59:31",284,3.45,"2017-05-26 22:52:35"
"2017-05-26 23:14:31",285,3.959,"2017-05-26 23:11:05"
"2017-05-26 23:29:31",286,4.175,"2017-05-26 23:27:50"
"2017-05-26 23:44:31",287,3.685,"2017-05-26 23:30:20"
"2017-05-26 23:59:31",288,4.077,"2017-05-26 23:45:15"
"2017-05-27 00:14:31",289,4.116,"2017-05-27 00:08:35"
"2017-05-27 00:29:31",290,3.567,"2017-05-27 00:17:15"
"2017-05-27 00:44:31",291,3.41,"2017-05-27 00:30:25"
"2017-05-27 00:59:31",292,3.097,"2017-05-27 00:58:05"
"2017-05-27 01:14:31",293,2.803,"2017-05-27 01:00:40"
"2017-05-27 01:29:31",294,3.704,"2017-05-27 01:29:05"
"2017-05-27 01:44:31",295,3.528,"2017-05-27 01:34:05"
"2017-05-27 01:59:31",296,2.411,"2017-05-27 01:45:45"
"2017-05-27 02:14:31",297,1.764,"2017-05-27 02:14:25"
"2017-05-27 02:29:31",298,2.43,"2017-05-27 02:20:55"
"2017-05-27 02:44:31",299,1.666,"2017-05-27 02:42:45"
"2017-05-27 02:59:31",300,1.548,"2017-05-27 02:45:00"
"2017-05-27 03:14:31",301,1.607,"2017-05-27 03:03:35"
"2017-05-27 03:29:31",302,1.901,"2017-05-27 03:16:55"
"2017-05-27 03:44:31",303,2.685,"2017-05-27 03:37:50"
"2017-05-27 03:59:31",304,2.96,"2017-05-27 03:58:20"
"2017-05-27 04:14:31",305,2.783,"2017-05-27 04:00:30"
"2017-05-27 04:29:31",306,2.234,"2017-05-27 04:16:55"
"2017-05-27 04:44:31",307,1.058,"2017-05-27 04:44:15"
"2017-05-27 04:59:31",308,1.039,"2017-05-27 04:48:00"
"2017-05-27 05:14:31",309,1.333,"2017-05-27 05:14:20"
"2017-05-27 05:29:31",310,1.235,"2017-05-27 05:28:00"
"2017-05-27 05:44:31",311,1.725,"2017-05-27 05:44:10"
"2017-05-27 05:59:31",312,2.234,"2017-05-27 05:52:20"
"2017-05-27 06:14:31",313,2.705,"2017-05-27 06:06:30"
"2017-05-27 06:29:31",314,3.038,"2017-05-27 06:18:30"
"2017-05-27 06:44:31",315,2.293,"2017-05-27 06:30:00"
"2017-05-27 06:59:31",316,1.862,"2017-05-27 06:47:20"
"2017-05-27 07:14:31",317,1.784,"2017-05-27 07:13:55"
"2017-05-27 07:29:31",318,1.705,"2017-05-27 07:15:10"
"2017-05-27 07:44:31",319,1.274,"2017-05-27 07:40:40"
"2017-05-27 07:59:31",320,1.156,"2017-05-27 07:59:10"
"2017-05-27 08:14:31",321,1.431,"2017-05-27 08:07:00"
"2017-05-27 08:29:31",322,0.941,"2017-05-27 08:18:35"
"2017-05-27 08:44:31",323,0.882,"2017-05-27 08:42:10"
"2017-05-27 08:59:31",324,0.725,"2017-05-27 08:49:30"
"2017-05-27 09:14:31",325,1,"2017-05-27 09:08:35"
"2017-05-27 09:29:31",326,0.98,"2017-05-27 09:18:35"
"2017-05-27 09:44:31",327,1.744,"2017-05-27 09:42:15"
"2017-05-27 09:59:31",328,1.686,"2017-05-27 09:45:20"
"2017-05-27 10:14:31",329,0.98,"2017-05-27 10:08:50"
"2017-05-27 10:29:31",330,1,"2017-05-27 10:18:35"
"2017-05-27 10:44:31",331,1.803,"2017-05-27 10:40:55"
"2017-05-27 10:59:31",332,3.038,"2017-05-27 10:54:10"
"2017-05-27 11:14:31",333,3.567,"2017-05-27 11:09:50"
"2017-05-27 11:29:31",334,2.43,"2017-05-27 11:16:00"
"2017-05-27 11:44:31",335,1.607,"2017-05-27 11:33:00"
"2017-05-27 11:59:31",336,1.352,"2017-05-27 11:58:30"
"2017-05-27 12:14:31",337,2.372,"2017-05-27 12:11:35"
"2017-05-27 12:29:31",338,2.744,"2017-05-27 12:26:40"
"2017-05-27 12:44:31",339,2.372,"2017-05-27 12:30:15"
"2017-05-27 12:59:31",340,1.529,"2017-05-27 12:47:10"
"2017-05-27 13:14:31",341,1.098,"2017-05-27 13:13:55"
"2017-05-27 13:29:31",342,1.568,"2017-05-27 13:24:40"
"2017-05-27 13:44:31",343,1.666,"2017-05-27 13:32:10"
"2017-05-27 13:59:31",344,1.509,"2017-05-27 13:48:45"
"2017-05-27 14:14:31",345,1.274,"2017-05-27 14:05:20"
"2017-05-27 14:29:31",346,1.117,"2017-05-27 14:27:10"
"2017-05-27 14:44:31",347,2.215,"2017-05-27 14:38:25"
"2017-05-27 14:59:31",348,3.097,"2017-05-27 14:56:05"
"2017-05-27 15:14:31",349,3.254,"2017-05-27 15:08:35"
"2017-05-27 15:29:31",350,3.234,"2017-05-27 15:19:45"
"2017-05-27 15:44:31",351,2.352,"2017-05-27 15:36:40"
"2017-05-27 15:59:31",352,3.058,"2017-05-27 15:48:00"
"2017-05-27 16:14:31",353,3.685,"2017-05-27 16:11:55"
"2017-05-27 16:29:31",354,3.665,"2017-05-27 16:23:05"
"2017-05-27 16:44:31",355,3.489,"2017-05-27 16:41:05"
"2017-05-27 16:59:31",356,3.587,"2017-05-27 16:47:40"
"2017-05-27 17:14:31",357,2.979,"2017-05-27 17:03:10"
"2017-05-27 17:29:31",358,3.136,"2017-05-27 17:16:30"
"2017-05-27 17:44:31",359,2.822,"2017-05-27 17:44:25"
"2017-05-27 17:59:31",360,2.979,"2017-05-27 17:45:15"
"2017-05-27 18:14:31",361,1.156,"2017-05-27 18:00:00"
"2017-05-27 18:29:31",362,0,"2017-05-27 18:15:00"
"2017-05-27 18:44:31",363,0,"2017-05-27 18:30:00"
"2017-05-27 18:59:31",364,1.039,"2017-05-27 18:58:45"
"2017-05-27 19:14:31",365,1.078,"2017-05-27 19:01:10"
"2017-05-27 19:29:31",366,0.784,"2017-05-27 19:28:50"
"2017-05-27 19:44:31",367,0.745,"2017-05-27 19:30:00"
"2017-05-27 19:59:31",368,0.549,"2017-05-27 19:48:30"
"2017-05-27 20:14:31",369,0.882,"2017-05-27 20:07:10"
"2017-05-27 20:29:31",370,0.784,"2017-05-27 20:17:25"
"2017-05-27 20:44:31",371,0.745,"2017-05-27 20:37:10"
"2017-05-27 20:59:31",372,1.333,"2017-05-27 20:54:55"
"2017-05-27 21:14:31",373,1.333,"2017-05-27 21:11:45"
"2017-05-27 21:29:31",374,1.509,"2017-05-27 21:28:25"
"2017-05-27 21:44:31",375,1.196,"2017-05-27 21:31:20"
"2017-05-27 21:59:31",376,1.274,"2017-05-27 21:48:35"
"2017-05-27 22:14:31",377,0.902,"2017-05-27 22:00:45"
"2017-05-27 22:29:31",378,0.862,"2017-05-27 22:28:40"
"2017-05-27 22:44:31",379,1.274,"2017-05-27 22:31:00"
"2017-05-27 22:59:31",380,0.96,"2017-05-27 22:54:45"
"2017-05-27 23:14:31",381,1.784,"2017-05-27 23:04:40"
"2017-05-27 23:29:31",382,1.235,"2017-05-27 23:20:00"
"2017-05-27 23:44:31",383,1.921,"2017-05-27 23:43:10"
"2017-05-27 23:59:31",384,2.293,"2017-05-27 23:58:40"
"2017-05-28 00:14:31",385,2.43,"2017-05-28 00:04:05"
"2017-05-28 00:29:31",386,2.195,"2017-05-28 00:15:00"
"2017-05-28 00:44:31",387,2.156,"2017-05-28 00:42:55"
"2017-05-28 00:59:31",388,1.921,"2017-05-28 00:45:50"
"2017-05-28 01:14:31",389,1.96,"2017-05-28 01:10:15"
"2017-05-28 01:29:31",390,1.47,"2017-05-28 01:29:30"
"2017-05-28 01:44:31",391,1.98,"2017-05-28 01:31:35"
"2017-05-28 01:59:31",392,0.941,"2017-05-28 01:52:45"
