"TOA5","USL_MET_IP","CR1000","81651","CR1000.Std.30.01","CPU:Met1000_line797_rainMET.CR1","7226","TRB_Avg"
"TIMESTAMP","RECORD","AirTempC_Avg","RHumidity_Avg","P_mb_Avg","SolarRad_Avg","Precip_mm_Max","Precip_mm_TMx"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Max","TMx"
"2017-05-27 06:29:30",314,7.506,98.1,956.8434,6.303,0,"2017-05-27 06:15:30"
"2017-05-27 06:44:30",315,7.644,98,956.9902,11.14,0,"2017-05-27 06:30:30"
"2017-05-27 06:59:30",316,7.985,96.8,957.0235,12.05,0,"2017-05-27 06:45:30"
"2017-05-27 07:14:30",317,8.06,96.2,957.1013,14.13,0,"2017-05-27 07:00:30"
"2017-05-27 07:29:30",318,8.04,95.7,957.2238,16.68,0,"2017-05-27 07:15:30"
"2017-05-27 07:44:30",319,8.39,94.4,957.259,24.41,0,"2017-05-27 07:30:30"
"2017-05-27 07:59:30",320,8.68,93.2,957.3146,27.14,0,"2017-05-27 07:45:30"
"2017-05-27 08:14:30",321,8.96,91.4,957.3798,26.4,0,"2017-05-27 08:00:30"
"2017-05-27 08:29:30",322,9.4,88.9,957.5001,36.45,0,"2017-05-27 08:15:30"
"2017-05-27 08:44:30",323,9.8,87.5,957.5641,41.65,0,"2017-05-27 08:30:30"
"2017-05-27 08:59:30",324,9.98,87,957.6014,40.41,0,"2017-05-27 08:45:30"
"2017-05-27 09:14:30",325,10.32,85.7,957.5953,45.63,0,"2017-05-27 09:00:30"
"2017-05-27 09:29:30",326,10.59,84.7,957.5446,54.31,0,"2017-05-27 09:15:30"
"2017-05-27 09:44:30",327,10.56,85.3,957.3507,57.23,0,"2017-05-27 09:30:30"
"2017-05-27 09:59:30",328,10.82,85.4,957.3099,62.92,0,"2017-05-27 09:45:30"
"2017-05-27 10:14:30",329,11.45,82.6,957.2397,67.65,0,"2017-05-27 10:00:30"
"2017-05-27 10:29:30",330,11.78,81.7,957.2702,71.67,0,"2017-05-27 10:15:30"
"2017-05-27 10:44:30",331,12.26,77.91,957.308,72.13,0,"2017-05-27 10:30:30"
"2017-05-27 10:59:30",332,12.63,73.14,957.3024,76.12,0,"2017-05-27 10:45:30"
"2017-05-27 11:14:30",333,12.9,71.58,957.2518,79.92,0,"2017-05-27 11:00:30"
"2017-05-27 11:29:30",334,13.41,69.8,957.3051,86.4,0,"2017-05-27 11:15:30"
"2017-05-27 11:44:30",335,13.98,67.86,957.3643,90.2,0,"2017-05-27 11:30:30"
"2017-05-27 11:59:30",336,13.71,69.8,957.3934,85.8,0,"2017-05-27 11:45:30"
"2017-05-27 12:14:30",337,13.95,69.5,957.416,79.69,0,"2017-05-27 12:00:30"
"2017-05-27 12:29:30",338,14.04,69.44,957.4016,77.86,0,"2017-05-27 12:15:30"
"2017-05-27 12:44:30",339,14.23,69.43,957.4121,79.84,0,"2017-05-27 12:30:30"
"2017-05-27 12:59:30",340,14.5,68.04,957.3963,79.65,0,"2017-05-27 12:45:30"
"2017-05-27 13:14:30",341,14.73,67.5,957.3779,77.54,0,"2017-05-27 13:00:30"
"2017-05-27 13:29:30",342,14.91,66.23,957.3555,82.9,0,"2017-05-27 13:15:30"
"2017-05-27 13:44:30",343,15.31,64.3,957.3151,85.6,0,"2017-05-27 13:30:30"
"2017-05-27 13:59:30",344,15.98,61.83,957.2397,97.3,0,"2017-05-27 13:45:30"
"2017-05-27 14:14:30",345,15.86,60.18,957.2548,89.2,0,"2017-05-27 14:00:30"
"2017-05-27 14:29:30",346,16.16,57.75,957.178,91.1,0,"2017-05-27 14:15:30"
"2017-05-27 14:44:30",347,16.53,54.84,957.166,75.85,0,"2017-05-27 14:30:30"
"2017-05-27 14:59:30",348,16.34,58.91,957.0464,76.34,0,"2017-05-27 14:45:30"
"2017-05-27 15:14:30",349,16.23,63.27,956.9646,72.62,0,"2017-05-27 15:00:30"
"2017-05-27 15:29:30",350,16.15,63.87,956.9693,60.42,0,"2017-05-27 15:15:30"
"2017-05-27 15:44:30",351,16.2,63.68,956.889,50.26,0,"2017-05-27 15:30:30"
"2017-05-27 15:59:30",352,16.26,62.48,956.7859,51.31,0,"2017-05-27 15:45:30"
"2017-05-27 16:14:30",353,16.35,60.85,956.779,47.92,0,"2017-05-27 16:00:30"
"2017-05-27 16:29:30",354,16.31,60.63,956.8068,42.61,0,"2017-05-27 16:15:30"
"2017-05-27 16:44:30",355,16.28,61.88,956.8406,38.63,0,"2017-05-27 16:30:30"
"2017-05-27 16:59:30",356,16.13,62.43,957.0219,27.07,0,"2017-05-27 16:45:30"
"2017-05-27 17:14:30",357,16,65.47,957.0515,15.67,0,"2017-05-27 17:00:30"
"2017-05-27 17:29:30",358,15.93,65.19,956.9811,10.31,0,"2017-05-27 17:15:30"
"2017-05-27 17:44:30",359,15.78,69.22,957.0243,10.34,0,"2017-05-27 17:30:30"
"2017-05-27 17:59:30",360,15.57,71.21,957.0684,12.47,0,"2017-05-27 17:45:30"
"2017-05-27 18:14:30",361,15.5,70.92,957.0648,11.85,0,"2017-05-27 18:00:30"
"2017-05-27 18:29:30",362,15.69,69.46,956.9777,12.34,0,"2017-05-27 18:15:30"
"2017-05-27 18:44:30",363,15.57,73.91,957.0052,12.39,0,"2017-05-27 18:30:30"
"2017-05-27 18:59:30",364,15.29,82,957.0287,13.49,0,"2017-05-27 18:45:30"
"2017-05-27 19:14:30",365,14.92,83.8,957.059,13.3,0,"2017-05-27 19:00:30"
"2017-05-27 19:29:30",366,15.47,83.3,957.1578,24.86,0,"2017-05-27 19:15:30"
"2017-05-27 19:44:30",367,15.78,84.9,957.2617,19.73,0,"2017-05-27 19:30:30"
"2017-05-27 19:59:30",368,15.37,85.7,957.408,10.31,0,"2017-05-27 19:45:30"
"2017-05-27 20:14:30",369,14.86,84.1,957.61,4.474,0,"2017-05-27 20:00:30"
"2017-05-27 20:29:30",370,13.7,88.1,957.6946,1.154,0,"2017-05-27 20:15:30"
"2017-05-27 20:44:30",371,13.23,90.2,957.8447,0.377,0,"2017-05-27 20:30:30"
"2017-05-27 20:59:30",372,12.94,90.2,957.8627,0.053,0,"2017-05-27 20:45:30"
"2017-05-27 21:14:30",373,12.8,89.2,958.0569,0,0,"2017-05-27 21:00:30"
"2017-05-27 21:29:30",374,12.51,91.2,957.9996,0,0,"2017-05-27 21:15:30"
"2017-05-27 21:44:30",375,12.17,91.1,958.1866,0,0,"2017-05-27 21:30:30"
"2017-05-27 21:59:30",376,12.07,90.8,958.2455,0,0,"2017-05-27 21:45:30"
"2017-05-27 22:14:30",377,11.64,92.6,958.3517,0,0,"2017-05-27 22:00:30"
"2017-05-27 22:29:30",378,11.31,93.7,958.2521,0,0,"2017-05-27 22:15:30"
"2017-05-27 22:44:30",379,11.51,93.9,958.2261,0,0,"2017-05-27 22:30:30"
"2017-05-27 22:59:30",380,11.19,94.4,958.1989,0,0,"2017-05-27 22:45:30"
"2017-05-27 23:14:30",381,11.13,95.5,958.1892,0,0,"2017-05-27 23:00:30"
"2017-05-27 23:29:30",382,10.89,95.1,957.9986,0,0,"2017-05-27 23:15:30"
"2017-05-27 23:44:30",383,10.64,95.7,957.9279,0,0,"2017-05-27 23:30:30"
"2017-05-27 23:59:30",384,10.65,94.4,957.6619,0,0,"2017-05-27 23:45:30"
"2017-05-28 00:14:30",385,10.48,93.8,957.3311,0,0,"2017-05-28 00:00:30"
"2017-05-28 00:29:30",386,10.3,94,957.272,0,0,"2017-05-28 00:15:30"
"2017-05-28 00:44:30",387,10.2,94,957.2647,0,0,"2017-05-28 00:30:30"
"2017-05-28 00:59:30",388,9.93,93.8,957.4333,0,0,"2017-05-28 00:45:30"
"2017-05-28 01:14:30",389,9.83,94.5,957.5174,0,0,"2017-05-28 01:00:30"
"2017-05-28 01:29:30",390,9.51,95.5,957.6056,0,0,"2017-05-28 01:15:30"
"2017-05-28 01:44:30",391,9.56,95.4,957.571,0,0,"2017-05-28 01:30:30"
"2017-05-28 01:59:30",392,9.2,95.9,957.7608,0,0,"2017-05-28 01:45:30"
"2017-05-28 02:14:30",393,9.15,96.4,958.0253,0,0,"2017-05-28 02:00:30"
"2017-05-28 02:29:30",394,9.24,95.5,958.0769,0,0,"2017-05-28 02:15:30"
"2017-05-28 02:44:30",395,9.1,96.2,957.8768,0,0,"2017-05-28 02:30:30"
"2017-05-28 02:59:30",396,9.09,95.6,957.8301,0,0,"2017-05-28 02:45:30"
"2017-05-28 03:14:30",397,9.02,95.9,957.7778,0,0,"2017-05-28 03:00:30"
"2017-05-28 03:29:30",398,9.43,94.2,956.8969,0,0,"2017-05-28 03:15:30"
"2017-05-28 03:44:30",399,9.42,93.8,957.1666,0,0,"2017-05-28 03:30:30"
"2017-05-28 03:59:30",400,9.29,94.7,957.2612,0,0,"2017-05-28 03:45:30"
"2017-05-28 04:14:30",401,8.8,94.7,957.6654,0,0,"2017-05-28 04:00:30"
"2017-05-28 04:29:30",402,8.83,94.7,957.7057,0,0,"2017-05-28 04:15:30"
"2017-05-28 04:44:30",403,8.38,96.5,957.934,0,0,"2017-05-28 04:30:30"
"2017-05-28 04:59:30",404,8.54,95.8,958.0867,0.024,0,"2017-05-28 04:45:30"
"2017-05-28 05:14:30",405,8.4,95.8,958.1022,0.264,0,"2017-05-28 05:00:30"
"2017-05-28 05:29:30",406,8.52,95,958.2014,0.888,0,"2017-05-28 05:15:30"
"2017-05-28 05:44:30",407,8.35,94.3,958.1782,1.984,0,"2017-05-28 05:30:30"
"2017-05-28 05:59:30",408,8.33,94.3,958.3922,2.915,0,"2017-05-28 05:45:30"
"2017-05-28 06:14:30",409,8.37,93.7,958.5652,10.67,0,"2017-05-28 06:00:30"
"2017-05-28 06:29:30",410,8.69,92.7,958.5623,18.44,0,"2017-05-28 06:15:30"
"2017-05-28 06:44:30",411,8.91,92.3,958.6738,25.09,0,"2017-05-28 06:30:30"
"2017-05-28 06:59:30",412,8.96,91.8,958.7509,30.08,0,"2017-05-28 06:45:30"
"2017-05-28 07:14:30",413,9.32,91.1,958.8361,29.79,0,"2017-05-28 07:00:30"
"2017-05-28 07:29:30",414,9.8,89,958.9088,40.1,0,"2017-05-28 07:15:30"
"2017-05-28 07:44:30",415,10.7,87.2,959.0229,46.61,0,"2017-05-28 07:30:30"
"2017-05-28 07:59:30",416,11.44,84.4,958.9915,52.25,0,"2017-05-28 07:45:30"
"2017-05-28 08:14:30",417,11.83,82.8,958.9355,58.92,0,"2017-05-28 08:00:30"
"2017-05-28 08:29:30",418,11.66,84.2,958.8184,65.66,0,"2017-05-28 08:15:30"
"2017-05-28 08:44:30",419,11.71,86.1,958.3226,74.08,0,"2017-05-28 08:30:30"
"2017-05-28 08:59:30",420,12.35,85.5,958.0707,78.49,0,"2017-05-28 08:45:30"
"2017-05-28 09:14:30",421,13.05,84.5,957.9788,86.9,0,"2017-05-28 09:00:30"
"2017-05-28 09:29:30",422,13.76,82.6,957.7169,88,0,"2017-05-28 09:15:30"
"2017-05-28 09:44:30",423,14.45,79.02,957.6534,96.2,0,"2017-05-28 09:30:30"
"2017-05-28 09:59:30",424,15.11,75.92,957.4946,99.1,0,"2017-05-28 09:45:30"
"2017-05-28 10:14:30",425,15.91,70.54,957.3056,103.5,0,"2017-05-28 10:00:30"
"2017-05-28 10:29:30",426,16.68,63.58,957.2834,104.3,0,"2017-05-28 10:15:30"
"2017-05-28 10:44:30",427,17.29,62.37,957.4234,105.2,0,"2017-05-28 10:30:30"
"2017-05-28 10:59:30",428,18.11,58.41,957.3926,106.6,0,"2017-05-28 10:45:30"
"2017-05-28 11:14:30",429,18.77,55,957.4892,86.9,0,"2017-05-28 11:00:30"
"2017-05-28 11:29:30",430,19.66,53.09,957.5845,105.5,0,"2017-05-28 11:15:30"
"2017-05-28 11:44:30",431,19,54.73,957.5175,124.5,0,"2017-05-28 11:30:30"
"2017-05-28 11:59:30",432,19.25,51.56,957.4146,115.5,0,"2017-05-28 11:45:30"
"2017-05-28 12:14:30",433,19.79,41.43,957.3804,116.3,0,"2017-05-28 12:00:30"
"2017-05-28 12:29:30",434,19.89,41.5,957.2454,112,0,"2017-05-28 12:15:30"
"2017-05-28 12:44:30",435,19.84,43.54,957.1099,114.7,0,"2017-05-28 12:30:30"
"2017-05-28 12:59:30",436,19.85,42.4,956.9775,112.8,0,"2017-05-28 12:45:30"
"2017-05-28 13:14:30",437,20.04,41.08,957.0361,123.6,0,"2017-05-28 13:00:30"
"2017-05-28 13:29:30",438,20.09,41.24,957.0698,137.4,0,"2017-05-28 13:15:30"
"2017-05-28 13:44:30",439,20.11,41.16,957.1302,133.3,0,"2017-05-28 13:30:30"
"2017-05-28 13:59:30",440,20.17,42.01,957.2178,125.7,0,"2017-05-28 13:45:30"
"2017-05-28 14:14:30",441,20.27,41.41,957.2795,91.8,0,"2017-05-28 14:00:30"
"2017-05-28 14:29:30",442,20.3,43.39,957.2585,106.3,0,"2017-05-28 14:15:30"
"2017-05-28 14:44:30",443,20.46,42.52,957.1588,67.67,0,"2017-05-28 14:30:30"
"2017-05-28 14:59:30",444,20.76,43.79,957.0044,107.1,0,"2017-05-28 14:45:30"
"2017-05-28 15:14:30",445,20.51,45.2,957.0141,55.04,0,"2017-05-28 15:00:30"
"2017-05-28 15:29:30",446,20.42,46.88,956.9219,45.72,0,"2017-05-28 15:15:30"
"2017-05-28 15:44:30",447,20.23,50.29,956.8654,50.21,0,"2017-05-28 15:30:30"
"2017-05-28 15:59:30",448,19.49,55.44,956.819,37.86,0,"2017-05-28 15:45:30"
"2017-05-28 16:14:30",449,19.39,56.22,956.8552,28.28,0,"2017-05-28 16:00:30"
"2017-05-28 16:29:30",450,19.42,55.56,956.6479,33.45,0,"2017-05-28 16:15:30"
"2017-05-28 16:44:30",451,19.32,55.25,956.5679,31.32,0,"2017-05-28 16:30:30"
"2017-05-28 16:59:30",452,19.25,55.15,956.431,27.58,0,"2017-05-28 16:45:30"
"2017-05-28 17:14:30",453,19.36,53.32,956.446,25.92,0,"2017-05-28 17:00:30"
"2017-05-28 17:29:30",454,19.27,55.34,956.4769,28.27,0,"2017-05-28 17:15:30"
"2017-05-28 17:44:30",455,19,57.75,956.559,30.73,0,"2017-05-28 17:30:30"
"2017-05-28 17:59:30",456,19.05,58.55,956.4852,42.91,0,"2017-05-28 17:45:30"
"2017-05-28 18:14:30",457,18.93,59.81,956.4501,35.43,0,"2017-05-28 18:00:30"
"2017-05-28 18:29:30",458,19.04,58.7,956.2791,27.53,0,"2017-05-28 18:15:30"
"2017-05-28 18:44:30",459,19.16,59.12,956.1587,19.61,0,"2017-05-28 18:30:30"
"2017-05-28 18:59:30",460,19.31,57.73,955.9498,21.17,0,"2017-05-28 18:45:30"
"2017-05-28 19:14:30",461,19.14,57.27,956.0311,22.86,0,"2017-05-28 19:00:30"
"2017-05-28 19:29:30",462,18.77,58.88,956.0745,14.2,0,"2017-05-28 19:15:30"
"2017-05-28 19:44:30",463,18.23,62.87,956.1631,8.76,0,"2017-05-28 19:30:30"
"2017-05-28 19:59:30",464,18.07,64.27,956.0974,6.008,0,"2017-05-28 19:45:30"
"2017-05-28 20:14:30",465,17.83,66.12,956.1318,3.532,0,"2017-05-28 20:00:30"
"2017-05-28 20:29:30",466,17.39,69.14,956.1287,1.4,0,"2017-05-28 20:15:30"
"2017-05-28 20:44:30",467,17.32,69.53,956.0562,0.593,0,"2017-05-28 20:30:30"
"2017-05-28 20:59:30",468,17.24,68.75,956.1932,0.044,0,"2017-05-28 20:45:30"
"2017-05-28 21:14:30",469,17.24,67.93,956.321,0,0,"2017-05-28 21:00:30"
"2017-05-28 21:29:30",470,17.29,66.99,956.2014,0,0,"2017-05-28 21:15:30"
"2017-05-28 21:44:30",471,16.95,69.8,956.1083,0,0,"2017-05-28 21:30:30"
"2017-05-28 21:59:30",472,16.74,71.98,956.1095,0,0,"2017-05-28 21:45:30"
"2017-05-28 22:14:30",473,16.86,72.8,956.0403,0,0,"2017-05-28 22:00:30"
"2017-05-28 22:29:30",474,17.11,72.89,955.9501,0,0,"2017-05-28 22:15:30"
"2017-05-28 22:44:30",475,16.98,73.95,955.9372,0,0,"2017-05-28 22:30:30"
"2017-05-28 22:59:30",476,16.91,74.35,956.0387,0,0,"2017-05-28 22:45:30"
"2017-05-28 23:14:30",477,16.82,74.68,955.8481,0,0,"2017-05-28 23:00:30"
"2017-05-28 23:29:30",478,16.68,76.04,955.799,0,0,"2017-05-28 23:15:30"
"2017-05-28 23:44:30",479,16.58,76.81,955.9308,0,0,"2017-05-28 23:30:30"
"2017-05-28 23:59:30",480,16.5,77.17,955.9485,0,0,"2017-05-28 23:45:30"
"2017-05-29 00:14:30",481,16.31,78.03,956.0151,0,0,"2017-05-29 00:00:30"
"2017-05-29 00:29:30",482,16.24,78.53,955.8272,0,0,"2017-05-29 00:15:30"
"2017-05-29 00:44:30",483,16.14,79.12,955.6363,0,0,"2017-05-29 00:30:30"
"2017-05-29 00:59:30",484,16.1,79.28,955.4036,0,0,"2017-05-29 00:45:30"
"2017-05-29 01:14:30",485,15.95,80.1,955.3262,0,0,"2017-05-29 01:00:30"
"2017-05-29 01:29:30",486,16.02,79.65,955.189,0,0,"2017-05-29 01:15:30"
"2017-05-29 01:44:30",487,15.82,80.6,955.1954,0,0,"2017-05-29 01:30:30"
"2017-05-29 01:59:30",488,15.85,80.3,955.1174,0,0,"2017-05-29 01:45:30"
"2017-05-29 02:14:30",489,15.94,79.52,955.0809,0,0,"2017-05-29 02:00:30"
"2017-05-29 02:29:30",490,16,78.88,954.9611,0,0,"2017-05-29 02:15:30"
"2017-05-29 02:44:30",491,16.07,77.94,954.7821,0,0,"2017-05-29 02:30:30"
"2017-05-29 02:59:30",492,15.99,78.23,954.6176,0,0,"2017-05-29 02:45:30"
"2017-05-29 03:14:30",493,15.79,79.49,954.5305,0,0,"2017-05-29 03:00:30"
"2017-05-29 03:29:30",494,15.65,80.2,954.4522,0,0,"2017-05-29 03:15:30"
"2017-05-29 03:44:30",495,15.47,81,954.4159,0,0,"2017-05-29 03:30:30"
"2017-05-29 03:59:30",496,15.32,81.7,954.2802,0,0,"2017-05-29 03:45:30"
"2017-05-29 04:14:30",497,15.13,81.9,954.4176,0,0,"2017-05-29 04:00:30"
"2017-05-29 04:29:30",498,15.15,80.2,954.5311,0,0,"2017-05-29 04:15:30"
"2017-05-29 04:44:30",499,15.03,80.3,954.6199,0,0,"2017-05-29 04:30:30"
"2017-05-29 04:59:30",500,14.8,80.2,954.6695,0.005,0,"2017-05-29 04:45:30"
"2017-05-29 05:14:30",501,14.67,78.95,954.5809,0.177,0,"2017-05-29 05:00:30"
"2017-05-29 05:29:30",502,14.54,77.97,954.573,0.487,0,"2017-05-29 05:15:30"
"2017-05-29 05:44:30",503,14.77,70.07,954.7702,1.843,0,"2017-05-29 05:30:30"
"2017-05-29 05:59:30",504,14.5,67.56,954.8593,3.8,0,"2017-05-29 05:45:30"
"2017-05-29 06:14:30",505,14.04,68.68,954.9284,6.271,0,"2017-05-29 06:00:30"
"2017-05-29 06:29:30",506,13.9,68.9,955.1202,9.64,0,"2017-05-29 06:15:30"
"2017-05-29 06:44:30",507,13.78,69.33,955.3157,13.75,0,"2017-05-29 06:30:30"
"2017-05-29 06:59:30",508,13.68,69.7,955.4737,15.46,0,"2017-05-29 06:45:30"
"2017-05-29 07:14:30",509,13.5,70.85,955.5899,14.46,0,"2017-05-29 07:00:30"
"2017-05-29 07:29:30",510,13.33,72.25,955.6725,11.15,0,"2017-05-29 07:15:30"
"2017-05-29 07:44:30",511,13.27,73.01,955.7183,19.33,0,"2017-05-29 07:30:30"
"2017-05-29 07:59:30",512,13.16,73.44,955.7114,12.17,0,"2017-05-29 07:45:30"
"2017-05-29 08:14:30",513,12.96,75.59,955.6378,14.13,0,"2017-05-29 08:00:30"
"2017-05-29 08:29:30",514,12.81,76.53,955.6206,18.29,0,"2017-05-29 08:15:30"
"2017-05-29 08:44:30",515,12.6,78.93,955.6093,15.31,0,"2017-05-29 08:30:30"
"2017-05-29 08:59:30",516,12.38,81,955.5744,14.8,0,"2017-05-29 08:45:30"
